Open;High;Low;Close;Volume;Dividends;Stock Splits
34.29029569925257;34.96265564691878;32.945579047695105;33.61793899536133;91817;0.0;0.0
33.61794009715626;34.290296823083324;32.9455801274541;34.12220764160156;1506011;0.0;0.0
34.29029569925257;34.29029569925257;32.945579047695105;33.61793899536133;95358;0.0;0.0
33.28175901943795;34.29029736813456;33.28175901943795;33.78602981567383;75123;0.0;0.0
33.61794063152025;34.62647573644172;33.41622971800578;33.78602981567383;64626;0.0;0.0
33.95411682128906;34.290295168026596;33.78602764792029;33.95411682128906;78158;0.0;0.0
33.95411734730695;34.12220652327976;33.55070202746221;33.61793899536133;88023;0.0;0.0
33.95411682128906;34.290295168026596;33.61793847455152;33.95411682128906;41545;0.0;0.0
33.61793899536133;33.61793899536133;32.6093974519745;33.61793899536133;58087;0.0;0.0
33.61794063152025;33.78602981567383;33.34899599060944;33.78602981567383;66624;0.0;0.0
33.954123281146416;34.96266175701094;33.954123281146416;34.62648010253906;37814;0.0;0.0
34.62647684094452;34.962658463750216;33.95412008288361;34.29029846191406;131529;0.0;0.0
34.9626601184129;35.13074931588321;34.45838928222656;34.45838928222656;103996;0.0;0.0
34.7945671081543;35.13074874137258;34.7945671081543;34.7945671081543;88392;0.0;0.0
34.79456436752863;34.79456436752863;34.12220764160156;34.12220764160156;25294;0.0;0.0
34.29029846191406;34.62647684094452;34.12220927239884;34.29029846191406;12647;0.0;0.0
34.12220599465783;34.290295168026596;33.95411682128906;33.95411682128906;12394;0.0;0.0
33.954118460119794;34.290296823083324;33.61794009715626;34.12220764160156;4805;0.0;0.0
33.61793899536133;33.61793899536133;33.61793899536133;33.61793899536133;22005;0.0;0.0
33.61794458184347;33.61794458184347;32.945584522447405;33.080055236816406;33135;0.0;0.0
33.61793899536133;33.95411734730695;33.61793899536133;33.61793899536133;2529;0.0;0.0
33.95412008288361;34.962658463750216;33.95412008288361;34.29029846191406;78664;0.0;0.0
34.62647518604686;34.62647518604686;34.12220764160156;34.12220764160156;29467;0.0;0.0
33.61793899536133;33.61793899536133;33.61793899536133;33.61793899536133;6611;0.0;0.0
33.61794487045009;34.62648010253906;33.61794487045009;34.62648010253906;106994;0.0;0.0
34.626474261337904;36.97973247056355;34.626474261337904;36.643550872802734;170292;0.0;0.0
36.97973247056355;36.97973247056355;35.63501256707032;36.643550872802734;22764;0.0;0.0
36.30737251881693;36.643550872802734;36.30737251881693;36.643550872802734;28091;0.0;0.0
36.979737480699846;36.979737480699846;35.63501739501953;35.63501739501953;43010;0.0;0.0
36.307377435151814;36.307377435151814;35.97119903564453;35.97119903564453;44264;0.0;0.0
35.971199038327335;36.13928823809351;35.29883899548717;35.63501739501953;91825;0.0;0.0
35.29884015372724;35.63501856429043;34.96266174316406;34.96266174316406;9105;0.0;0.0
35.6350173923618;36.307377435151814;35.6350173923618;35.97119903564453;1467944;0.0;0.0
35.97119633885665;38.3244514465332;35.63501472077771;38.3244514465332;618947;0.0;0.0
38.32445584821762;39.66917274365274;36.979738952782505;37.988277435302734;466423;0.0;0.0
38.6606342611325;38.6606342611325;37.988277435302734;37.988277435302734;73100;0.0;0.0
38.15635999751691;38.660627529080124;36.979732513427734;36.979732513427734;58074;0.0;0.0
36.307377435151814;36.643555834659104;35.97119903564453;35.97119903564453;22511;0.0;0.0
35.635016829404115;36.307376861572266;35.635016829404115;36.307376861572266;11129;0.0;0.0
36.643555834659104;36.643555834659104;35.97119903564453;35.97119903564453;90552;0.0;0.0
36.307376861572266;36.64355525576864;36.307376861572266;36.307376861572266;40723;0.0;0.0
36.30737579176826;36.47546498391367;35.80310821533203;35.80310821533203;26305;0.0;0.0
36.475467681884766;36.64355688646318;36.475467681884766;36.475467681884766;41071;0.0;0.0
36.64355729609204;37.988277435302734;36.64355729609204;37.988277435302734;44770;0.0;0.0
37.65209368213317;37.65209368213317;36.307376861572266;36.307376861572266;48564;0.0;0.0
36.30737743785969;36.30737743785969;35.46692819525335;35.63501739501953;23017;0.0;0.0
35.63501856429043;35.63501856429043;34.458390883543736;34.96266174316406;49576;0.0;0.0
34.96266116409655;35.2988395690918;34.62647951532581;35.2988395690918;30858;0.0;0.0
34.96266059334724;35.97119903564453;34.96266059334724;35.97119903564453;1123235;0.0;0.0
35.63501739501953;35.63501739501953;35.29883899548717;35.63501739501953;83723;0.0;0.0
34.96266116409655;35.2988395690918;34.96266116409655;35.2988395690918;18717;0.0;0.0
34.962659554022395;35.1307487487793;34.962659554022395;35.1307487487793;1897;0.0;0.0
35.29883899548717;35.803109838561156;35.29883899548717;35.63501739501953;520552;0.0;0.0
35.2988395690918;35.2988395690918;34.96266116409655;35.2988395690918;25800;0.0;0.0
34.962660595954816;35.63501739501953;34.962660595954816;35.63501739501953;139623;0.0;0.0
36.30737743785969;36.30737743785969;35.63501739501953;35.63501739501953;7335;0.0;0.0
34.62648010253906;35.8031110275273;34.62648010253906;34.62648010253906;10117;0.0;0.0
34.96266174316406;34.96266174316406;34.290301678262146;34.96266174316406;11888;0.0;0.0
34.96266175701094;34.96266175701094;34.62648010253906;34.62648010253906;28202;0.0;0.0
35.29883515574902;35.29883515574902;34.12220764160156;34.12220764160156;14164;0.0;0.0
34.12220927239884;34.29029846191406;33.786030893368384;34.29029846191406;3794;0.0;0.0
34.45838655228814;34.45838655228814;33.61794063152025;33.78602981567383;88023;0.0;0.0
33.78602817133414;33.78602817133414;33.281757399640725;33.61793899536133;32123;0.0;0.0
33.61794458184347;33.7860337857486;33.080055236816406;33.080055236816406;77652;0.0;0.0
